Bedrooms,Price,Number_of_reviews,Reviews_per_month,Rating
2,110,99,1.08,4.45
1,99,163,1.5,4.8
1,80,46,0.48,4.26
3,10,26,0.33,4.19
2,233,363,3.75,4.82
3,270,22,0.22,4.27
3,363,245,2.57,4.68
3,126,173,1.68,4.88
1,75,299,2.74,4.9
4,1100,18,0.28,4.33
3,68,235,2.36,4.7
1,99,14,0.21,4.86
1,30,25,0.27,4.76
5,382,267,2.86,4.75
2,289,48,0.67,4.85
1,58,49,0.55,4.43
1,150,84,1.08,4.87
1,110,122,1.4,4.52
1,72,3,0.04,5
3,45,3,0.03,4.5
2,199,168,1.75,4.85
3,220,440,4.01,4.7
2,69,16,0.18,4.67
2,219,234,2.37,4.84
1,58,34,0.42,4.91
1,68,67,0.55,4.74
1,100,148,1.18,4.6
1,187,9,0.17,4.22
1,71,364,3.57,4.95
3,286,28,0.31,4.25
1,100,2,0.03,4
4,386,316,2.37,4.93
2,343,18,0.18,4.94
2,159,127,1.17,4.69
3,270,204,2.34,4.76
4,306,51,0.81,4.63
2,356,103,0.97,4.33
2,160,20,0.24,4.4
2,130,223,2.48,4.51
1,148,30,0.36,4.17
1,144,41,0.47,4.17
1,75,493,5.33,4.87
1,55,6,0.1,4.6
2,119,322,3.84,4.85
3,228,222,2.73,4.78
2,77,9,0.12,4.38
2,150,57,0.51,4.88
1,50,43,0.58,4.95
1,19,46,0.68,4.64
1,258,6,0.06,4.4
2,278,121,1.23,4.88
1,164,157,2.37,4.72
2,130,232,2.05,4.85
2,159,488,4.71,4.71
2,281,316,3.81,4.83
1,57,390,3.47,4.48
2,100,115,1.63,4.77
2,101,280,3.16,4.56
2,118,295,2.5,4.77
2,195,137,1.98,4.99
3,79,9,0.13,4.67
3,431,81,1.24,4.78
2,209,86,1.18,4.77
2,351,51,0.45,4.66
1,65,246,3.74,4.83
1,176,66,0.76,4.69
2,100,248,2.19,4.8
1,74,137,1.38,4.55
2,115,237,3.44,4.91
2,55,8,0.13,4.57
1,67,20,0.5,5
3,215,198,1.75,4.75
4,570,116,1.57,4.89
3,287,235,1.93,4.96
1,64,93,0.84,4.74
1,200,83,0.8,4.89
1,65,31,0.37,4.1
1,170,451,4.66,4.67
2,220,65,0.57,4.43
3,151,266,2.39,4.72
1,13,12,0.18,4.91
1,163,97,1.22,4.85
1,181,128,1.21,4.81
1,20,72,0.64,4.72
1,69,130,2.34,4.88
3,140,163,1.54,4.62
1,56,20,0.3,4.63
2,270,224,2.92,4.95
6,1200,6,0.07,3.75
1,26,679,5.9,4.42
2,154,111,1.51,4.89
3,256,197,2.16,4.84
3,60,4,0.03,3.5
3,328,41,0.88,4.44
2,227,36,0.5,4.31
2,231,57,0.57,4.38
9,604,141,1.55,4.74
1,100,190,1.7,4.42
1,131,66,0.75,4.59
2,218,10,0.25,4
1,99,183,2.15,4.52
1,95,50,0.38,4.74
1,155,212,2.45,4.76
3,175,167,2.53,4.53
1,30,3,0.04,4.67
3,250,2,0.05,4
3,282,101,1.65,4.75
11,1500,2,0.02,4.5
4,264,125,1.77,4.31
1,150,114,0.86,4.87
1,80,182,2,4.85
2,180,361,3.64,4.83
4,648,7,0.1,4.86
1,35,24,0.52,4.59
3,255,65,0.65,4.25
1,169,109,1.65,4.37
2,80,85,0.83,4.8
1,166,139,2.11,4.59
1,44,82,1.07,4.74
1,146,153,1.72,4.78
2,280,37,0.48,4.24
1,29,86,1,4.7
1,80,225,2.47,4.82
3,247,62,0.86,4.05
3,67,17,0.24,4.24
1,54,3,0.1,4
1,50,51,0.5,4.35
4,142,250,2.27,4.67
2,210,53,0.74,4.66
3,247,308,3.8,4.73
2,202,39,0.41,4.67
2,145,146,1.66,4.36
4,458,54,0.61,4.43
3,180,30,0.27,4.38
1,56,77,0.67,4.64
3,256,30,0.38,4.87
3,206,215,1.88,4.59
1,123,4,0.04,4.5
4,75,1,0.02,5
1,170,151,2.27,4.68
2,255,391,3.88,4.73
1,67,51,1.15,4.96
2,108,177,2.05,4.76
4,190,62,0.73,4.4
2,202,68,0.76,4.42
2,115,245,2.12,4.79
2,68,72,1.13,4.49
4,235,130,1.42,4.59
3,200,17,0.2,5
1,100,39,0.38,4.64
1,45,11,0.15,3.89
2,105,305,2.7,4.51
1,46,54,0.69,4.92
1,124,9,0.16,4.22
2,206,44,0.41,4.27
2,109,10,0.1,3.88
2,70,6,0.11,3.33
3,81,17,0.27,4.82
1,39,165,2.11,4.88
1,134,114,1.78,4.66
1,70,410,3.64,4.56
3,330,114,1.49,4.42
1,69,211,2.89,4.74
1,220,177,1.93,4.78
4,244,244,2.7,4.92
2,124,207,2.01,4.43
1,30,32,0.33,4.66
2,52,5,0.08,4.8
1,175,89,1.52,4.73
2,171,161,1.6,4.41
2,196,46,0.52,4.5
1,45,2,0.03,4
1,61,12,0.11,3.9
3,136,54,0.49,4.83
2,136,80,1.15,4.63
2,150,153,1.41,4.4
3,126,320,3.15,4.64
1,109,92,0.74,4.12
1,56,144,1.36,4.73
3,321,161,1.46,4.82
2,150,289,2.94,4.45
1,37,16,0.19,4.94
3,156,224,2.21,4.48
2,165,13,0.2,4.46
1,59,10,0.2,5
2,123,84,1.03,4.74
3,259,35,0.46,4.6
2,131,309,2.68,4.81
1,100,82,1.08,4.99
2,195,286,2.96,4.91
1,26,36,0.39,4.75
3,76,14,0.19,4.21
2,188,141,1.77,4.67
1,124,270,3.03,4.48
3,260,39,0.45,4.59
1,194,1,0.01,5
1,20,20,0.23,4.8
1,176,45,0.4,4.98
1,28,139,1.95,4.58
1,51,34,0.35,4.6
1,223,22,0.45,4.55
2,128,28,0.3,4.79
1,55,16,0.18,4.67
1,53,16,0.14,4.88
1,140,72,0.83,4.64
3,71,162,1.59,4.46
1,180,291,2.93,4.94
2,129,454,4.25,4.84
2,194,14,0.18,3.93
1,173,147,1.82,4.53
2,99,12,0.19,4.5
2,135,78,0.88,4.56
1,81,86,1.06,4.44
1,38,436,3.62,4.76
4,357,99,1.45,4.51
1,119,383,4.15,4.86
3,111,54,0.53,4.47
1,170,91,1.14,4.88
2,286,7,0.11,4.5
2,277,4,0.08,4.25
2,261,24,0.26,4.67
3,125,2,0.03,5
1,113,380,3.6,4.85
1,26,75,0.87,4.53
1,118,317,2.87,4.81
2,69,128,1.6,4.8
1,57,520,4.33,4.76
3,191,36,1.12,5
1,40,66,0.84,4.24
2,263,31,0.42,4.68
1,43,5,0.08,4.8
2,96,281,3.45,4.85
1,256,13,0.18,4.77
3,343,11,0.15,4.55
1,20,13,0.2,4.27
2,99,36,0.39,4.83
1,100,58,1.45,4.97
1,178,252,2.3,4.79
3,226,147,1.46,4.73
1,240,7,0.09,4.43
1,130,2,0.05,4.5
3,206,99,1.41,4.65
2,44,27,0.2,4.35
3,195,107,1.41,4.97
1,156,242,2.39,4.63
4,186,52,0.67,4.28
1,32,16,0.23,4.56
1,55,65,0.87,4.82
3,380,75,1.17,4.33
1,234,28,0.39,4.79
2,113,167,1.67,4.33
2,202,196,2.23,4.74
1,105,230,2.68,4.68
1,75,102,1.02,4.47
2,219,196,2.19,4.59
1,173,29,0.33,4.97
1,217,598,5.5,4.73
3,157,188,2.36,4.8
2,143,333,2.76,4.69
1,40,12,0.16,4.91
1,100,18,0.25,4.83
3,200,213,2.12,4.66
2,144,350,2.95,4.74
3,170,226,2.27,4.85
1,63,794,6.91,4.61
1,159,508,5.03,4.63
1,44,205,2.52,4.49
2,120,56,0.81,4.44
1,104,609,5.04,4.77
3,146,436,3.86,4.85
3,184,118,1.18,4.96
1,263,399,4.11,4.91
2,165,61,0.94,4.74
2,112,156,1.73,4.9
1,131,90,1.06,4.39
4,63,2,0.02,4
1,114,302,2.94,4.87
3,255,58,0.87,3.91
1,33,50,0.68,4.58
1,80,284,2.74,4.82
1,39,102,1.38,4.61
1,344,103,1.26,4.76
3,180,237,2.78,4.67
2,141,152,1.81,4.8
3,293,186,2.71,4.91
1,54,14,0.19,4.21
4,160,194,1.79,4.39
1,35,267,2.62,4.82
3,189,64,0.57,4.58
1,359,7,0.09,4.33
3,281,26,0.29,4.64
2,146,87,0.87,4.62
2,348,198,2.24,4.72
1,105,101,1.46,4.88
2,120,426,3.84,4.77
3,235,59,0.52,4.64
1,116,396,3.87,4.84
1,276,435,4.18,4.89
2,143,458,4.73,4.79
3,373,170,1.69,4.85
1,18,2,0.14,5
2,204,177,2.69,4.83
1,126,213,1.79,4.2
2,170,180,1.76,4.78
3,101,156,1.59,4.59
2,250,4,0.06,4.25
1,61,225,5.29,4.83
3,125,83,0.8,4.54
2,173,4,0.08,5
2,500,5,0.06,4.8
1,85,97,1.5,4.78
2,95,105,1.12,4.32
2,300,9,0.66,4.67
1,64,2,1.46,4.5
1,80,84,1.25,4.87
3,282,38,0.41,4.89
3,250,19,0.35,4.84
1,191,109,1.63,4.58
1,26,161,1.89,4.63
3,236,144,2.35,4.72
1,60,200,1.79,4.53
